isolate,rep,sample,mg
200278,1,WS,333.2
200278,1,WR,49.0
200278,1,DS,22.9
200278,1,DR,3.4
200278,1,IW,59602.5
200278,1,FW,59251.7
200278,2,WS,295.1
200278,2,WR,23.3
200278,2,DS,15.4
200278,2,DR,1.6
200278,2,IW,58579.2
200278,2,FW,58302.3
200278,3,WS,146.1
200278,3,WR,40.2
200278,3,DS,9.1
200278,3,DR,3.1
200278,3,IW,58263.2
200278,3,FW,57972.8
201028,1,WS,312.3
201028,1,WR,44.6
201028,1,DS,17.4
201028,1,DR,3.9
201028,1,IW,58510.9
201028,1,FW,58114.5
201028,2,WS,123.9
201028,2,WR,17.0
201028,2,DS,8.2
201028,2,DR,1.0
201028,2,IW,57552.6
201028,2,FW,57235.5
201028,3,WS,330.4
201028,3,WR,43.4
201028,3,DS,19.6
201028,3,DR,3.4
201028,3,IW,58667.1
201028,3,FW,58266.3
201070,1,WS,NA
201070,1,WR,NA
201070,1,DS,NA
201070,1,DR,NA
201070,1,IW,58305.2
201070,1,FW,57966.3
201070,2,WS,147.7
201070,2,WR,17.8
201070,2,DS,7.9
201070,2,DR,1.3
201070,2,IW,57840.8
201070,2,FW,57469.5
201070,3,WS,66.8
201070,3,WR,14.9
201070,3,DS,3.5
201070,3,DR,1.1
201070,3,IW,58231.5
201070,3,FW,57894.9
200891,1,WS,234.4
200891,1,WR,11.3
200891,1,DS,13.8
200891,1,DR,0.7
200891,1,IW,58307.2
200891,1,FW,57985.4
200891,2,WS,249.8
200891,2,WR,24.8
200891,2,DS,16.6
200891,2,DR,2.5
200891,2,IW,58182.7
200891,2,FW,57600.7
200891,3,WS,108.3
200891,3,WR,19.2
200891,3,DS,7.3
200891,3,DR,1.5
200891,3,IW,57696.1
200891,3,FW,57382.6
200317,1,WS,287.7
200317,1,WR,38.6
200317,1,DS,17.2
200317,1,DR,2.9
200317,1,IW,58210.8
200317,1,FW,57794.1
200317,2,WS,185.6
200317,2,WR,31.0
200317,2,DS,12.2
200317,2,DR,2.3
200317,2,IW,57526.7
200317,2,FW,57199.9
200317,3,WS,348.8
200317,3,WR,52.9
200317,3,DS,19.2
200317,3,DR,4.1
200317,3,IW,58589.1
200317,3,FW,58216.9
200892,1,WS,136.2
200892,1,WR,10.7
200892,1,DS,8.9
200892,1,DR,0.9
200892,1,IW,59163.1
200892,1,FW,58807.5
200892,2,WS,253.9
200892,2,WR,44.5
200892,2,DS,17.4
200892,2,DR,3.7
200892,2,IW,58298.5
200892,2,FW,57934.3
200892,3,WS,146.2
200892,3,WR,15.4
200892,3,DS,10.0
200892,3,DR,1.1
200892,3,IW,59193.5
200892,3,FW,58872.1
201620,1,WS,314.0
201620,1,WR,22.7
201620,1,DS,20.0
201620,1,DR,1.4
201620,1,IW,58499.1
201620,1,FW,58092.4
201620,2,WS,502.4
201620,2,WR,29.1
201620,2,DS,27.6
201620,2,DR,2.5
201620,2,IW,58431.7
201620,2,FW,58066.0
201620,3,WS,314.7
201620,3,WR,19.3
201620,3,DS,19.8
201620,3,DR,1.5
201620,3,IW,58252.2
201620,3,FW,57858.4
200465,1,WS,315.3
200465,1,WR,39.5
200465,1,DS,18.8
200465,1,DR,2.9
200465,1,IW,58360.3
200465,1,FW,58018.8
200465,2,WS,275.4
200465,2,WR,26.1
200465,2,DS,17.3
200465,2,DR,2.1
200465,2,IW,59089.1
200465,2,FW,58740.8
200465,3,WS,155.3
200465,3,WR,35.2
200465,3,DS,10.0
200465,3,DR,2.6
200465,3,IW,58013.0
200465,3,FW,57692.9
200993,1,WS,348.8
200993,1,WR,24.6
200993,1,DS,18.4
200993,1,DR,1.7
200993,1,IW,58359.7
200993,1,FW,57972.9
200993,2,WS,376.6
200993,2,WR,32.6
200993,2,DS,22.2
200993,2,DR,2.9
200993,2,IW,58539.3
200993,2,FW,58176.5
200993,3,WS,446.5
200993,3,WR,33.4
200993,3,DS,23.0
200993,3,DR,3.2
200993,3,IW,58138.9
200993,3,FW,57783.9
200308,1,WS,148.9
200308,1,WR,20.2
200308,1,DS,11.3
200308,1,DR,1.5
200308,1,IW,57101.6
200308,1,FW,56756.9
200308,2,WS,115.7
200308,2,WR,13.5
200308,2,DS,6.7
200308,2,DR,0.8
200308,2,IW,58551.8
200308,2,FW,58232.3
200308,3,WS,404.5
200308,3,WR,26.0
200308,3,DS,24.0
200308,3,DR,2.7
200308,3,IW,58489.3
200308,3,FW,58170.8
200651,1,WS,324.8
200651,1,WR,25.3
200651,1,DS,19.5
200651,1,DR,1.6
200651,1,IW,58328.7
200651,1,FW,57956.5
200651,2,WS,115.2
200651,2,WR,12.3
200651,2,DS,8.3
200651,2,DR,0.9
200651,2,IW,58502.9
200651,2,FW,58233.1
200651,3,WS,56.8
200651,3,WR,16.1
200651,3,DS,3.6
200651,3,DR,0.8
200651,3,IW,56860.3
200651,3,FW,56572.6
201082,1,WS,192.9
201082,1,WR,36.4
201082,1,DS,12.4
201082,1,DR,3.3
201082,1,IW,58170.5
201082,1,FW,57842.3
201082,2,WS,155.7
201082,2,WR,19.1
201082,2,DS,10.9
201082,2,DR,0.8
201082,2,IW,57425.4
201082,2,FW,57151.5
201082,3,WS,276.8
201082,3,WR,23.3
201082,3,DS,16.4
201082,3,DR,1.3
201082,3,IW,57777.1
201082,3,FW,57414.0
201911,1,WS,NA
201911,1,WR,NA
201911,1,DS,NA
201911,1,DR,NA
201911,1,IW,58086.6
201911,1,FW,57725.8
201911,2,WS,NA
201911,2,WR,NA
201911,2,DS,NA
201911,2,DR,NA
201911,2,IW,58362.4
201911,2,FW,57945.6
201911,3,WS,NA
201911,3,WR,NA
201911,3,DS,NA
201911,3,DR,NA
201911,3,IW,57404.2
201911,3,FW,57026.0
201054,1,WS,179.6
201054,1,WR,12.6
201054,1,DS,12.0
201054,1,DR,0.9
201054,1,IW,58666.4
201054,1,FW,58299.9
201054,2,WS,275.8
201054,2,WR,20.8
201054,2,DS,16.5
201054,2,DR,1.7
201054,2,IW,58454.2
201054,2,FW,58062.7
201054,3,WS,277.9
201054,3,WR,33.4
201054,3,DS,17.4
201054,3,DR,2.6
201054,3,IW,57428.5
201054,3,FW,57081.8
201044,1,WS,116.1
201044,1,WR,12.3
201044,1,DS,8.8
201044,1,DR,1.1
201044,1,IW,57896.6
201044,1,FW,57490.9
201044,2,WS,399.9
201044,2,WR,40.9
201044,2,DS,27.1
201044,2,DR,3.8
201044,2,IW,58786.5
201044,2,FW,58384.2
201044,3,WS,318.9
201044,3,WR,31.3
201044,3,DS,20.1
201044,3,DR,2.3
201044,3,IW,58623.9
201044,3,FW,57990.9
200432,1,WS,369.9
200432,1,WR,81.1
200432,1,DS,21.3
200432,1,DR,5.6
200432,1,IW,57847.9
200432,1,FW,57493.9
200432,2,WS,383.5
200432,2,WR,92.2
200432,2,DS,24.0
200432,2,DR,6.4
200432,2,IW,57498.3
200432,2,FW,57030.7
200432,3,WS,585.6
200432,3,WR,64.1
200432,3,DS,28.7
200432,3,DR,4.4
200432,3,IW,59393.4
200432,3,FW,59105.9
200437,1,WS,460.1
200437,1,WR,60.5
200437,1,DS,30.9
200437,1,DR,5.2
200437,1,IW,58601.3
200437,1,FW,58198.7
200437,2,WS,306.7
200437,2,WR,11.3
200437,2,DS,19.4
200437,2,DR,0.8
200437,2,IW,58143.2
200437,2,FW,57786.1
200437,3,WS,236.6
200437,3,WR,25.2
200437,3,DS,13.5
200437,3,DR,2.1
200437,3,IW,57814.5
200437,3,FW,57398.1
200542,1,WS,112.4
200542,1,WR,18.1
200542,1,DS,6.5
200542,1,DR,1.3
200542,1,IW,58032.1
200542,1,FW,57707.8
200542,2,WS,221.4
200542,2,WR,33.0
200542,2,DS,12.2
200542,2,DR,2.6
200542,2,IW,57798.2
200542,2,FW,57485.2
200542,3,WS,64.3
200542,3,WR,15.8
200542,3,DS,4.1
200542,3,DR,1.4
200542,3,IW,58317.5
200542,3,FW,58044.2
200790,1,WS,202.6
200790,1,WR,28.7
200790,1,DS,12.7
200790,1,DR,2.7
200790,1,IW,57503.7
200790,1,FW,57161.3
200790,2,WS,227.4
200790,2,WR,28.0
200790,2,DS,13.4
200790,2,DR,2.5
200790,2,IW,57895.5
200790,2,FW,57588.6
200790,3,WS,74.0
200790,3,WR,24.3
200790,3,DS,5.0
200790,3,DR,0.7
200790,3,IW,58063.6
200790,3,FW,57764.5
200276,1,WS,121.9
200276,1,WR,13.4
200276,1,DS,9.0
200276,1,DR,1.1
200276,1,IW,57910.2
200276,1,FW,57592.7
200276,2,WS,223.1
200276,2,WR,46.5
200276,2,DS,13.5
200276,2,DR,3.4
200276,2,IW,57214.7
200276,2,FW,56916.6
200276,3,WS,180.5
200276,3,WR,27.1
200276,3,DS,15.1
200276,3,DR,2.2
200276,3,IW,57949.0
200276,3,FW,57599.2
201007,1,WS,79.2
201007,1,WR,14.9
201007,1,DS,5.0
201007,1,DR,1.5
201007,1,IW,57337.7
201007,1,FW,57018.3
201007,2,WS,73.2
201007,2,WR,7.5
201007,2,DS,4.4
201007,2,DR,0.4
201007,2,IW,58736.7
201007,2,FW,58432.6
201007,3,WS,326.2
201007,3,WR,28.0
201007,3,DS,18.6
201007,3,DR,2.7
201007,3,IW,57508.7
201007,3,FW,57214.6
200944,1,WS,479.6
200944,1,WR,39.8
200944,1,DS,24.1
200944,1,DR,3.1
200944,1,IW,58803.0
200944,1,FW,58471.1
200944,2,WS,603.6
200944,2,WR,86.6
200944,2,DS,29.5
200944,2,DR,5.0
200944,2,IW,58087.8
200944,2,FW,57694.2
200944,3,WS,231.8
200944,3,WR,37.5
200944,3,DS,13.8
200944,3,DR,2.2
200944,3,IW,57295.7
200944,3,FW,56958.2
200464,1,WS,379.0
200464,1,WR,35.6
200464,1,DS,24.4
200464,1,DR,2.5
200464,1,IW,57935.7
200464,1,FW,57474.4
200464,2,WS,487.4
200464,2,WR,70.7
200464,2,DS,19.6
200464,2,DR,4.3
200464,2,IW,58294.8
200464,2,FW,57876.3
200464,3,WS,425.1
200464,3,WR,69.7
200464,3,DS,24.3
200464,3,DR,3.9
200464,3,IW,58095.0
200464,3,FW,57729.9
201995,1,WS,200.2
201995,1,WR,17.2
201995,1,DS,11.2
201995,1,DR,0.7
201995,1,IW,58489.3
201995,1,FW,58125.0
201995,2,WS,118.5
201995,2,WR,11.5
201995,2,DS,6.2
201995,2,DR,0.6
201995,2,IW,57841.3
201995,2,FW,57512.9
201995,3,WS,159.0
201995,3,WR,23.7
201995,3,DS,9.7
201995,3,DR,2.0
201995,3,IW,58789.2
201995,3,FW,58512.9
201842,1,WS,290.0
201842,1,WR,19.6
201842,1,DS,17.4
201842,1,DR,1.6
201842,1,IW,59422.8
201842,1,FW,59103.5
201842,2,WS,326.2
201842,2,WR,50.0
201842,2,DS,17.0
201842,2,DR,3.8
201842,2,IW,58834.8
201842,2,FW,58518.5
201842,3,WS,251.4
201842,3,WR,27.2
201842,3,DS,14.3
201842,3,DR,2.1
201842,3,IW,58162.9
201842,3,FW,57840.9
201107,1,WS,98.7
201107,1,WR,20.7
201107,1,DS,6.1
201107,1,DR,1.2
201107,1,IW,57976.2
201107,1,FW,57651.4
201107,2,WS,257.4
201107,2,WR,25.8
201107,2,DS,17.1
201107,2,DR,2.1
201107,2,IW,58727.2
201107,2,FW,58380.1
201107,3,WS,172.5
201107,3,WR,26.9
201107,3,DS,9.1
201107,3,DR,1.3
201107,3,IW,58415.4
201107,3,FW,58068.1
201248,1,WS,160.4
201248,1,WR,23.0
201248,1,DS,9.6
201248,1,DR,1.3
201248,1,IW,58962.2
201248,1,FW,58666.6
201248,2,WS,313.3
201248,2,WR,36.0
201248,2,DS,20.5
201248,2,DR,2.9
201248,2,IW,58250.5
201248,2,FW,57886.4
201248,3,WS,301.9
201248,3,WR,41.2
201248,3,DS,19.4
201248,3,DR,3.2
201248,3,IW,58032.4
201248,3,FW,57720.5
200646,1,WS,289.9
200646,1,WR,27.5
200646,1,DS,16.4
200646,1,DR,2.0
200646,1,IW,57481.9
200646,1,FW,57088.4
200646,2,WS,NA
200646,2,WR,NA
200646,2,DS,NA
200646,2,DR,NA
200646,2,IW,57983.8
200646,2,FW,57570.4
200646,3,WS,462.5
200646,3,WR,44.8
200646,3,DS,20.8
200646,3,DR,3.3
200646,3,IW,57737.0
200646,3,FW,57377.4
200509,1,WS,482.0
200509,1,WR,25.9
200509,1,DS,26.4
200509,1,DR,2.0
200509,1,IW,58105.2
200509,1,FW,57722.2
200509,2,WS,461.4
200509,2,WR,33.9
200509,2,DS,24.0
200509,2,DR,3.1
200509,2,IW,58228.0
200509,2,FW,57828.1
200509,3,WS,251.6
200509,3,WR,31.7
200509,3,DS,17.8
200509,3,DR,2.1
200509,3,IW,57675.8
200509,3,FW,57256.1
200785,1,WS,203.2
200785,1,WR,29.3
200785,1,DS,13.9
200785,1,DR,2.5
200785,1,IW,58563.2
200785,1,FW,58166.9
200785,2,WS,383.4
200785,2,WR,56.0
200785,2,DS,24.8
200785,2,DR,4.1
200785,2,IW,57950.8
200785,2,FW,57520.6
200785,3,WS,266.0
200785,3,WR,28.5
200785,3,DS,17.3
200785,3,DR,1.8
200785,3,IW,57740.2
200785,3,FW,57425.7
201653,1,WS,128.4
201653,1,WR,7.0
201653,1,DS,8.7
201653,1,DR,0.9
201653,1,IW,57724.1
201653,1,FW,57381.7
201653,2,WS,192.2
201653,2,WR,40.2
201653,2,DS,13.3
201653,2,DR,2.7
201653,2,IW,57354.6
201653,2,FW,56932.1
201653,3,WS,318.4
201653,3,WR,25.5
201653,3,DS,19.0
201653,3,DR,1.5
201653,3,IW,57277.9
201653,3,FW,56930.7
201293,1,WS,422.9
201293,1,WR,43.4
201293,1,DS,26.8
201293,1,DR,2.8
201293,1,IW,58214.7
201293,1,FW,5827.4
201293,2,WS,289.4
201293,2,WR,26.4
201293,2,DS,15.4
201293,2,DR,2.2
201293,2,IW,58254.6
201293,2,FW,57895.8
201293,3,WS,208.3
201293,3,WR,58.5
201293,3,DS,13.5
201293,3,DR,3.3
201293,3,IW,57739.8
201293,3,FW,57406.2
200791,1,WS,499.1
200791,1,WR,68.6
200791,1,DS,31.1
200791,1,DR,4.4
200791,1,IW,57861.9
200791,1,FW,57427.1
200791,2,WS,408.7
200791,2,WR,75.5
200791,2,DS,22.1
200791,2,DR,5.0
200791,2,IW,57113.8
200791,2,FW,56669.8
200791,3,WS,522.3
200791,3,WR,63.4
200791,3,DS,29.1
200791,3,DR,3.6
200791,3,IW,57897.9
200791,3,FW,57537.5
200559,1,WS,225.1
200559,1,WR,21.1
200559,1,DS,15.8
200559,1,DR,1.9
200559,1,IW,57280.9
200559,1,FW,56866.4
200559,2,WS,78.3
200559,2,WR,15.8
200559,2,DS,6.5
200559,2,DR,1.1
200559,2,IW,57723.4
200559,2,FW,57409.3
200559,3,WS,658.7
200559,3,WR,52.6
200559,3,DS,34.1
200559,3,DR,4.6
200559,3,IW,58415.8
200559,3,FW,57990.5
201461,1,WS,354.0
201461,1,WR,29.2
201461,1,DS,22.1
201461,1,DR,1.9
201461,1,IW,57611.9
201461,1,FW,57243.3
201461,2,WS,196.9
201461,2,WR,41.2
201461,2,DS,13.4
201461,2,DR,2.6
201461,2,IW,57638.1
201461,2,FW,57266.3
201461,3,WS,412.0
201461,3,WR,53.3
201461,3,DS,25.2
201461,3,DR,4.5
201461,3,IW,57727.6
201461,3,FW,57359.7
200271,1,WS,181.0
200271,1,WR,37.1
200271,1,DS,9.6
200271,1,DR,2.9
200271,1,IW,58060.1
200271,1,FW,5675.2
200271,2,WS,553.9
200271,2,WR,47.0
200271,2,DS,32.8
200271,2,DR,3.6
200271,2,IW,58355.4
200271,2,FW,57930.0
200271,3,WS,110.3
200271,3,WR,11.0
200271,3,DS,6.5
200271,3,DR,1.4
200271,3,IW,57298.0
200271,3,FW,56889.7
control,1,WS,229.6
control,1,WR,48.9
control,1,DS,16.2
control,1,DR,2.9
control,1,IW,57467.7
control,1,FW,57066.8
control,2,WS,381.2
control,2,WR,88.3
control,2,DS,22.1
control,2,DR,5.8
control,2,IW,57680.2
control,2,FW,57306.0
control,3,WS,288.3
control,3,WR,63.4
control,3,DS,16.6
control,3,DR,3.5
control,3,IW,57535.4
control,3,FW,57177.8
vial_mass,1,IW,59020.2
vial_mass,1,FW,57035.9
vial_mass,2,IW,55357.6
vial_mass,2,FW,55075.4
vial_mass,3,IW,57319.9
vial_mass,3,FW,58800.8
