isolate,rep,sample,mg
201813,1,WS,NA
201813,1,WR,NA
201813,1,DS,NA
201813,1,DR,NA
201813,1,IW,58452.9
201813,1,FW,NA
201813,2,WS,NA
201813,2,WR,NA
201813,2,DS,NA
201813,2,DR,NA
201813,2,IW,56399.8
201813,2,FW,NA
201813,3,WS,NA
201813,3,WR,NA
201813,3,DS,NA
201813,3,DR,NA
201813,3,IW,58584.2
201813,3,FW,NA
201880,1,WS,578.9
201880,1,WR,23.4
201880,1,DS,34.3
201880,1,DR,2.0
201880,1,IW,57584.2
201880,1,FW,58307.8
201880,2,WS,396.5
201880,2,WR,39.6
201880,2,DS,23.9
201880,2,DR,2.7
201880,2,IW,57879.1
201880,2,FW,57603.3
201880,3,WS,164.7
201880,3,WR,20.9
201880,3,DS,11.9
201880,3,DR,1.4
201880,3,IW,58233.6
201880,3,FW,58018.0
201860,1,WS,NA
201860,1,WR,NA
201860,1,DS,NA
201860,1,DR,NA
201860,1,IW,56999.7
201860,1,FW,NA
201860,2,WS,NA
201860,2,WR,NA
201860,2,DS,NA
201860,2,DR,NA
201860,2,IW,58080.0
201860,2,FW,NA
201860,3,WS,NA
201860,3,WR,NA
201860,3,DS,NA
201860,3,DR,NA
201860,3,IW,57746.0
201860,3,FW,NA
201085,1,WS,310.0
201085,1,WR,24.7
201085,1,DS,21.2
201085,1,DR,1.9
201085,1,IW,58469.4
201085,1,FW,58251.9
201085,2,WS,594.7
201085,2,WR,43.1
201085,2,DS,38.3
201085,2,DR,2.4
201085,2,IW,58284.0
201085,2,FW,57970.5
201085,3,WS,425.8
201085,3,WR,36.6
201085,3,DS,28.3
201085,3,DR,3.1
201085,3,IW,576740.0
201085,3,FW,57352.1
201887,1,WS,298.5
201887,1,WR,21.6
201887,1,DS,19.8
201887,1,DR,1.5
201887,1,IW,57501.9
201887,1,FW,57278.4
201887,2,WS,61.2
201887,2,WR,29.5
201887,2,DS,30.9
201887,2,DR,2.1
201887,2,IW,57884.2
201887,2,FW,57618.0
201887,3,WS,258.0
201887,3,WR,9.9
201887,3,DS,17.6
201887,3,DR,1.1
201887,3,IW,58141.1
201887,3,FW,57752.5
201990,1,WS,441.5
201990,1,WR,13.2
201990,1,DS,28.9
201990,1,DR,0.8
201990,1,IW,57663.6
201990,1,FW,57348.8
201990,2,WS,452.0
201990,2,WR,27.5
201990,2,DS,32.4
201990,2,DR,1.9
201990,2,IW,58419.8
201990,2,FW,58126.4
201990,3,WS,228.2
201990,3,WR,9.9
201990,3,DS,15.9
201990,3,DR,0.6
201990,3,IW,58545.3
201990,3,FW,58291.6
201874,1,WS,187.2
201874,1,WR,20.1
201874,1,DS,12.9
201874,1,DR,1.9
201874,1,IW,58380.3
201874,1,FW,58172.4
201874,2,WS,381.9
201874,2,WR,40.2
201874,2,DS,26.2
201874,2,DR,3.0
201874,2,IW,57479.1
201874,2,FW,57125.8
201874,3,WS,227.9
201874,3,WR,13.5
201874,3,DS,14.8
201874,3,DR,0.9
201874,3,IW,57233.2
201874,3,FW,56956.2
201880,1,WS,347.8
201880,1,WR,8.0
201880,1,DS,22.2
201880,1,DR,0.3
201880,1,IW,58761.5
201880,1,FW,58492.9
201880,2,WS,367.0
201880,2,WR,23.6
201880,2,DS,25.0
201880,2,DR,1.9
201880,2,IW,58407.0
201880,2,FW,58138.4
201880,3,WS,428.5
201880,3,WR,24.7
201880,3,DS,26.5
201880,3,DR,1.8
201880,3,IW,57823.1
201880,3,FW,57506.7
201870,1,WS,NA
201870,1,WR,NA
201870,1,DS,NA
201870,1,DR,NA
201870,1,IW,58444.7
201870,1,FW,58096.0
201870,2,WS,380.4
201870,2,WR,24.9
201870,2,DS,21.0
201870,2,DR,1.5
201870,2,IW,58066.9
201870,2,FW,57805.8
201870,3,WS,NA
201870,3,WR,NA
201870,3,DS,NA
201870,3,DR,NA
201870,3,IW,578923.0
201870,3,FW,57602.8
201933,1,WS,287.1
201933,1,WR,13.8
201933,1,DS,18.2
201933,1,DR,0.9
201933,1,IW,57955.0
201933,1,FW,57718.3
201933,2,WS,349.9
201933,2,WR,15.8
201933,2,DS,22.9
201933,2,DR,0.8
201933,2,IW,58182.5
201933,2,FW,57926.5
201933,3,WS,472.3
201933,3,WR,31.2
201933,3,DS,32.2
201933,3,DR,2.2
201933,3,IW,57740.9
201933,3,FW,57487.7
201840,1,WS,NA
201840,1,WR,NA
201840,1,DS,NA
201840,1,DR,NA
201840,1,IW,58370.6
201840,1,FW,58121.6
201840,2,WS,NA
201840,2,WR,NA
201840,2,DS,NA
201840,2,DR,NA
201840,2,IW,58470.2
201840,2,FW,58198.7
201840,3,WS,NA
201840,3,WR,NA
201840,3,DS,NA
201840,3,DR,NA
201840,3,IW,57027.8
201840,3,FW,56652.5
201858,1,WS,NA
201858,1,WR,NA
201858,1,DS,NA
201858,1,DR,NA
201858,1,IW,57685.8
201858,1,FW,57413.9
201858,2,WS,NA
201858,2,WR,NA
201858,2,DS,NA
201858,2,DR,NA
201858,2,IW,58106.2
201858,2,FW,57775.4
201858,3,WS,NA
201858,3,WR,NA
201858,3,DS,NA
201858,3,DR,NA
201858,3,IW,57921.5
201858,3,FW,57618.1
201910,1,WS,558.6
201910,1,WR,36.1
201910,1,DS,37.6
201910,1,DR,0.9
201910,1,IW,57191.1
201910,1,FW,56919.2
201910,2,WS,134.4
201910,2,WR,15.6
201910,2,DS,9.7
201910,2,DR,1.2
201910,2,IW,57946.0
201910,2,FW,57702.3
201910,3,WS,172.8
201910,3,WR,42.9
201910,3,DS,12.1
201910,3,DR,3.2
201910,3,IW,57913.9
201910,3,FW,57680.7
200444,1,WS,633.2
200444,1,WR,18.5
200444,1,DS,43.7
200444,1,DR,1.6
200444,1,IW,58389.4
200444,1,FW,58015.5
200444,2,WS,384.7
200444,2,WR,30.5
200444,2,DS,11.0
200444,2,DR,2.6
200444,2,IW,57019.5
200444,2,FW,56688.1
200444,3,WS,155.6
200444,3,WR,40.7
200444,3,DS,25.9
200444,3,DR,2.4
200444,3,IW,57937.1
200444,3,FW,57690.2
201917,1,WS,191.1
