isolate,rep,sample,mg
201814,1,WS,403.7
201814,1,WR,43.8
201814,1,DS,30.3
201814,1,DR,4.6
201814,1,IW,47528.7
201814,1,FW,47108.3
201814,2,WS,387.5
201814,2,WR,49.0
201814,2,DS,30.6
201814,2,DR,4.7
201814,2,IW,48088.4
201814,2,FW,47693.1
201814,3,WS,718.5
201814,3,WR,68.1
201814,3,DS,59.6
201814,3,DR,5.7
201814,3,IW,47509.9
201814,3,FW,46994.3
200620,1,WS,375.0
200620,1,WR,67.8
200620,1,DS,29.2
200620,1,DR,3.7
200620,1,IW,48284.5
200620,1,FW,47905.5
200620,2,WS,205.0
200620,2,WR,38.1
200620,2,DS,19.1
200620,2,DR,6.0
200620,2,IW,47210.9
200620,2,FW,46779.6
200620,3,WS,251.6
200620,3,WR,51.9
200620,3,DS,24.4
200620,3,DR,4.6
200620,3,IW,47344.7
200620,3,FW,46979.8
200487,1,WS,419.0
200487,1,WR,56.4
200487,1,DS,37.3
200487,1,DR,4.9
200487,1,IW,47795.4
200487,1,FW,47238.6
200487,2,WS,177.4
200487,2,WR,49.0
200487,2,DS,17.4
200487,2,DR,4.3
200487,2,IW,47714.9
200487,2,FW,47299.1
200487,3,WS,349.7
200487,3,WR,93.5
200487,3,DS,24.8
200487,3,DR,7.2
200487,3,IW,47956.1
200487,3,FW,47561.6
200847,1,WS,390.5
200847,1,WR,98.8
200847,1,DS,31.2
200847,1,DR,8.1
200847,1,IW,47845.1
200847,1,FW,47414.7
200847,2,WS,396.4
200847,2,WR,53.4
200847,2,DS,31.4
200847,2,DR,4.3
200847,2,IW,48282.8
200847,2,FW,47917.0
200847,3,WS,172.9
200847,3,WR,27.9
200847,3,DS,16.6
200847,3,DR,2.7
200847,3,IW,47879.4
200847,3,FW,47587.4
201900,1,WS,577.4
201900,1,WR,78.3
201900,1,DS,35.2
201900,1,DR,7.6
201900,1,IW,48312.3
201900,1,FW,47879.4
201900,2,WS,611.3
201900,2,WR,195.0
201900,2,DS,42.7
201900,2,DR,10.0
201900,2,IW,47198.1
201900,2,FW,46754.3
201900,3,WS,767.3
201900,3,WR,89.9
201900,3,DS,47.8
201900,3,DR,8.3
201900,3,IW,47448.4
201900,3,FW,46980.5
201853,1,WS,114.0
201853,1,WR,31.1
201853,1,DS,9.8
201853,1,DR,3.5
201853,1,IW,48023.5
201853,1,FW,47733.9
201853,2,WS,118.9
201853,2,WR,4.0
201853,2,DS,12.2
201853,2,DR,1.1
201853,2,IW,48307.9
201853,2,FW,48037.2
201853,3,WS,429.9
201853,3,WR,58.9
201853,3,DS,30.2
201853,3,DR,5.6
201853,3,IW,47931.0
201853,3,FW,47567.7
201865,1,WS,326.1
201865,1,WR,13.7
201865,1,DS,27.5
201865,1,DR,1.2
201865,1,IW,47547.6
201865,1,FW,47196.6
201865,2,WS,517.6
201865,2,WR,55.8
201865,2,DS,33.5
201865,2,DR,5.4
201865,2,IW,48828.8
201865,2,FW,48435.4
201865,3,WS,330.5
201865,3,WR,60.3
201865,3,DS,26.4
201865,3,DR,4.1
201865,3,IW,47906.7
201865,3,FW,47475.4
201019,1,WS,393.4
201019,1,WR,27.6
201019,1,DS,29.8
201019,1,DR,3.6
201019,1,IW,48018.7
201019,1,FW,47622.4
201019,2,WS,362.1
201019,2,WR,38.5
201019,2,DS,37.7
201019,2,DR,3.5
201019,2,IW,47560.5
201019,2,FW,47130.0
201019,3,WS,171.6
201019,3,WR,25.5
201019,3,DS,15.8
201019,3,DR,2.4
201019,3,IW,47159.7
201019,3,FW,46750.5
200920,1,WS,277.9
200920,1,WR,21.2
200920,1,DS,23.4
200920,1,DR,1.2
200920,1,IW,47581.8
200920,1,FW,47231.5
200920,2,WS,264.0
200920,2,WR,35.3
200920,2,DS,23.1
200920,2,DR,2.3
200920,2,IW,48076.9
200920,2,FW,47663.7
200920,3,WS,305.6
200920,3,WR,72.4
200920,3,DS,21.0
200920,3,DR,6.0
200920,3,IW,47449.0
200920,3,FW,47064.7
201150,1,WS,302.7
201150,1,WR,44.0
201150,1,DS,21.1
201150,1,DR,3.0
201150,1,IW,47130.1
201150,1,FW,46689.6
201150,2,WS,429.3
201150,2,WR,53.6
201150,2,DS,29.1
201150,2,DR,3.6
201150,2,IW,48007.8
201150,2,FW,47596.6
201150,3,WS,486.3
201150,3,WR,47.1
201150,3,DS,35.5
201150,3,DR,4.2
201150,3,IW,47424.3
201150,3,FW,47027.4
200598,1,WS,107.9
200598,1,WR,26.2
200598,1,DS,11.2
200598,1,DR,2.1
200598,1,IW,47665.4
